word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
straw,5,s,w,True,7,n,plant fiber used e.g. for making baskets and hats or as fodder,,straw.n.01
straws,6,s,s,True,6,n,plant fiber used e.g. for making baskets and hats or as fodder,,straw.n.01
stray,5,s,y,True,6,n,an animal that has strayed (especially a domestic animal),,stray.n.01
strayed,7,s,d,True,3,v,"move about aimlessly or without any destination, often in search of food or employment",The gypsies roamed the woods; roving vagabonds; the wandering Jew; The cattle roam across the prairie; the laborers drift from one town to the next; They rolled from town to town,roll.v.12
strays,6,s,s,True,4,n,an animal that has strayed (especially a domestic animal),,stray.n.01
streak,6,s,k,True,7,n,an unbroken series of events,had a streak of bad luck; Nicklaus had a run of birdies,streak.n.01
streaks,7,s,s,True,7,n,an unbroken series of events,had a streak of bad luck; Nicklaus had a run of birdies,streak.n.01
stream,6,s,m,True,10,n,a natural body of running water flowing on or under the earth,,stream.n.01
streams,7,s,s,True,10,n,a natural body of running water flowing on or under the earth,,stream.n.01
street,6,s,t,True,5,n,a thoroughfare (usually including sidewalks) that is lined with buildings,they walked the streets of the small town; he lives on Nassau Street,street.n.01
streets,7,s,s,True,5,n,a thoroughfare (usually including sidewalks) that is lined with buildings,they walked the streets of the small town; he lives on Nassau Street,street.n.01
stress,6,s,s,True,8,n,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),he put the stress on the wrong syllable,stress.n.01
stretch,7,s,h,True,20,n,a large and unbroken expanse or distance,a stretch of highway; a stretch of clear water,stretch.n.01
strewn,6,s,n,True,2,v,spread by scattering ( is archaic),straw; strew toys all over the carpet,strew.v.01
strict,6,s,t,True,5,s,rigidly accurate; allowing no deviation from a standard,rigorous application of the law; a strict vegetarian,rigorous.s.01
stride,6,s,e,True,5,n,a step in walking or running,,pace.n.04
strides,7,s,s,True,5,n,a step in walking or running,,pace.n.04
strife,6,s,e,True,2,n,lack of agreement or harmony,,discord.n.01
strike,6,s,e,True,27,n,a group's refusal to work in protest against low pay or bad work conditions,the strike lasted more than a month before it was settled,strike.n.01
strikes,7,s,s,True,27,n,a group's refusal to work in protest against low pay or bad work conditions,the strike lasted more than a month before it was settled,strike.n.01
string,6,s,g,True,17,n,a lightweight cord,,string.n.01
strings,7,s,s,True,18,n,the section of an orchestra that plays stringed instruments,,string_section.n.01
stringy,7,s,y,True,4,s,lean and sinewy,,stringy.s.01
strip,5,s,p,True,19,n,a relatively long narrow piece of something,he felt a flat strip of muscle,strip.n.01
stripe,6,s,e,True,6,n,an adornment consisting of a strip of a contrasting color or material,,band.n.04
striped,7,s,d,True,15,v,mark with stripes,,stripe.v.01
stripes,7,s,s,True,20,n,V-shaped sleeve badge indicating military rank and service,they earned their stripes in Kuwait,chevron.n.01
strips,6,s,s,True,19,n,a relatively long narrow piece of something,he felt a flat strip of muscle,strip.n.01
strive,6,s,e,True,2,v,attempt by employing effort,we endeavor to make our customers happy,endeavor.v.01
striven,7,s,n,True,2,v,attempt by employing effort,we endeavor to make our customers happy,endeavor.v.01
strives,7,s,s,True,2,v,attempt by employing effort,we endeavor to make our customers happy,endeavor.v.01
strode,6,s,e,True,2,v,walk with long steps,He strode confidently across the hall,stride.v.01
stroke,6,s,e,True,16,n,(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand,it took two strokes to get out of the bunker; a good shot requires good balance and tempo; he left me an almost impossible shot,stroke.n.01
stroked,7,s,d,True,4,v,"touch lightly and repeatedly, as with brushing motions",He stroked his long beard,stroke.v.01
strokes,7,s,s,True,16,n,(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand,it took two strokes to get out of the bunker; a good shot requires good balance and tempo; he left me an almost impossible shot,stroke.n.01
stroll,6,s,l,True,2,n,a leisurely walk (usually in some public place),,amble.n.01
strong,6,s,g,True,10,a,having strength or power greater than average or expected,a strong radio signal; strong medicine; a strong man,strong.a.01
strophe,7,s,e,True,1,n,one section of a lyric poem or choral ode in classical Greek drama,,strophe.n.01
strove,6,s,e,True,2,v,attempt by employing effort,we endeavor to make our customers happy,endeavor.v.01
struck,6,s,k,True,22,v,"deliver a sharp blow, as with the hand, fist, or weapon",The teacher struck the child; the opponent refused to strike; The boxer struck the attacker dead,strike.v.01
strung,6,s,g,True,8,v,thread on or as if on a string,string pearls on a string; the child drew glass beads on a string; thread dried cranberries,string.v.01
strut,5,s,t,True,3,n,a proud stiff pompous gait,,strut.n.01
stuart,6,s,t,True,3,n,United States painter best known for his portraits of George Washington (1755-1828),,stuart.n.01
stub,4,s,b,True,9,n,a short piece remaining on a trunk or stem where a branch is lost,,stub.n.01
stubbed,7,s,d,True,4,v,pull up (weeds) by their roots,,stub.v.01
stubble,7,s,e,True,2,n,material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds,,chaff.n.01
stubbs,6,s,s,True,1,n,English historian noted for his constitutional history of medieval England (1825-1901),,stubbs.n.01
stubby,6,s,y,True,1,s,short and blunt,stubby fingers; a stubby pencil,stubby.s.01
stubs,5,s,s,True,9,n,a short piece remaining on a trunk or stem where a branch is lost,,stub.n.01
stucco,6,s,o,True,3,n,a plaster now made mostly from Portland cement and sand and lime; applied while soft to cover exterior walls or surfaces,,stucco.n.01
stuck,5,s,k,True,18,v,"put, fix, force, or implant",lodge a bullet in the table; stick your thumb in the crack,lodge.v.02
stud,4,s,d,True,7,n,a man who is virile and sexually active,,stud.n.01
studded,7,s,d,True,3,v,scatter or intersperse like dots or studs,Hills constellated with lights,dot.v.01
student,7,s,t,True,2,n,a learner who is enrolled in an educational institution,,student.n.01
studied,7,s,d,True,7,v,consider in detail and subject to an analysis in order to discover essential features or meaning,analyze a sonnet by Shakespeare; analyze the evidence in a criminal trial; analyze your real motives,analyze.v.01
studies,7,s,s,True,16,n,a detailed critical inspection,,survey.n.01
studio,6,s,o,True,3,n,workplace for the teaching or practice of an art,she ran a dance studio; the music department provided studios for their students; you don't need a studio to make a passport photograph,studio.n.01
studios,7,s,s,True,3,n,workplace for the teaching or practice of an art,she ran a dance studio; the music department provided studios for their students; you don't need a studio to make a passport photograph,studio.n.01
studs,5,s,s,True,7,n,a man who is virile and sexually active,,stud.n.01
study,5,s,y,True,16,n,a detailed critical inspection,,survey.n.01
stuff,5,s,f,True,14,n,the tangible substance that goes into the makeup of a physical object,coal is a hard black material; wheat is the stuff they use to make bread,material.n.01
stuffed,7,s,d,True,9,v,cram into a cavity,The child stuffed candy into his pockets,stuff.v.01
stuffy,6,s,y,True,3,s,lacking fresh air,a dusty airless attic; the dreadfully close atmosphere; hot and stuffy and the air was blue with smoke,airless.s.01
stumble,7,s,e,True,6,n,an unsteady uneven gait,,lurch.n.01
stump,5,s,p,True,8,n,the base part of a tree that remains standing after the tree has been felled,,stump.n.01
stumped,7,s,d,True,4,v,cause to be perplexed or confounded,This problem stumped her,stump.v.01
stumps,6,s,s,True,8,n,the base part of a tree that remains standing after the tree has been felled,,stump.n.01
stumpy,6,s,y,True,1,s,short and thick; as e.g. having short legs and heavy musculature,some people seem born to be square and chunky; a dumpy little dumpling of a woman; dachshunds are long lowset dogs with drooping ears; a little church with a squat tower; a squatty red smokestack; a stumpy ungainly figure,chunky.s.02
stung,5,s,g,True,6,v,cause a sharp or stinging pain or discomfort,The sun burned his face,bite.v.02
stunk,5,s,k,True,2,v,be extremely bad in quality or in one's performance,This term paper stinks!,stink.v.01
stunned,7,s,d,True,6,v,make senseless or dizzy by or as if by a blow,stun fish,stun.v.01
stunt,5,s,t,True,4,n,a difficult or unusual or dangerous feat; usually done to gain attention,,stunt.n.01
stunts,6,s,s,True,4,n,a difficult or unusual or dangerous feat; usually done to gain attention,,stunt.n.01
stupid,6,s,d,True,4,n,a person who is not very bright,"The economy, stupid!",stupid.n.01
stupor,6,s,r,True,2,n,the feeling of distress and disbelief that you have when something bad happens accidentally,his mother's death left him in a daze; he was numb with shock,daze.n.01
sturdy,6,s,y,True,3,s,having rugged physical strength; inured to fatigue or hardships,hardy explorers of northern Canada; proud of her tall stalwart son; stout seamen; sturdy young athletes,hardy.s.01
style,5,s,e,True,12,n,how something is done or how it happens,her dignified manner; his rapid manner of talking; their nomadic mode of existence; in the characteristic New York style; a lonely way of life; in an abrasive fashion,manner.n.01
styled,6,s,d,True,3,v,designate by an identifying term,They styled their nation `The Confederate States',style.v.01
styles,6,s,s,True,12,n,how something is done or how it happens,her dignified manner; his rapid manner of talking; their nomadic mode of existence; in the characteristic New York style; a lonely way of life; in an abrasive fashion,manner.n.01
styling,7,s,g,True,3,v,designate by an identifying term,They styled their nation `The Confederate States',style.v.01
stylish,7,s,h,True,2,a,having elegance or taste or refinement in manners or dress,a little less posh but every bit as stylish as Lord Peter Wimsey; the stylish resort of Gstadd,stylish.a.01
stylist,7,s,t,True,2,n,an artist who is a master of a particular style,,stylist.n.01
stymied,7,s,d,True,1,v,hinder or prevent the progress or accomplishment of,His brother blocked him at every turn,obstruct.v.01
styrene,7,s,e,True,1,n,a colorless oily liquid; the monomer for polystyrene,,styrene.n.01
styron,6,s,n,True,1,n,United States writer best known for his novels (born in 1925),,styron.n.01
suave,5,s,e,True,2,s,having a sophisticated charm,a debonair gentleman,debonair.s.01
suavity,7,s,y,True,1,n,the quality of being bland and gracious or ingratiating in manner,,suavity.n.01
sub,3,s,b,True,3,n,a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States,,bomber.n.03
subbing,7,s,g,True,2,n,working as a substitute for someone who is ill or on leave of absence,,subbing.n.01
subdue,6,s,e,True,6,v,put down by force or intimidation,The government quashes any attempt of an uprising; China keeps down her dissidents very efficiently; The rich landowners subjugated the peasants working the land,repress.v.01
subdued,7,s,d,True,11,v,put down by force or intimidation,The government quashes any attempt of an uprising; China keeps down her dissidents very efficiently; The rich landowners subjugated the peasants working the land,repress.v.01
subdues,7,s,s,True,6,v,put down by force or intimidation,The government quashes any attempt of an uprising; China keeps down her dissidents very efficiently; The rich landowners subjugated the peasants working the land,repress.v.01
subject,7,s,t,True,15,n,the subject matter of a conversation or discussion,he didn't want to discuss that subject; it was a very sensitive topic; his letters were always on the theme of love,subject.n.01
sublime,7,s,e,True,6,v,vaporize and then condense right back again,,sublime.v.01
submit,6,s,t,True,10,v,refer for judgment or consideration,The lawyers submitted the material to the court,submit.v.01
submits,7,s,s,True,10,v,refer for judgment or consideration,The lawyers submitted the material to the court,submit.v.01
subs,4,s,s,True,3,n,a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States,,bomber.n.03
subside,7,s,e,True,4,v,wear off or die down,The pain subsided,subside.v.01
subsidy,7,s,y,True,1,n,a grant paid by a government to an enterprise that benefits the public,a subsidy for research in artificial intelligence,subsidy.n.01
subsist,7,s,t,True,1,v,support oneself,he could barely exist on such a low wage; Can you live on $2000 a month in New York City?; Many people in the world have to subsist on $1 a day,exist.v.02
subsoil,7,s,l,True,1,n,the layer of soil between the topsoil and bedrock,,subsoil.n.01
subtle,6,s,e,True,3,s,difficult to detect or grasp by the mind or analyze,his whole attitude had undergone a subtle change; a subtle difference; that elusive thing the soul,elusive.s.03
subtler,7,s,r,True,3,s,difficult to detect or grasp by the mind or analyze,his whole attitude had undergone a subtle change; a subtle difference; that elusive thing the soul,elusive.s.03
subtly,6,s,y,True,1,r,in a subtle manner,"late nineteenth-century French opera at its most beautiful, subtly romantic with a twilight melancholy",subtly.r.01
suburb,6,s,b,True,1,n,a residential district located on the outskirts of a city,,suburb.n.01
suburbs,7,s,s,True,1,n,a residential district located on the outskirts of a city,,suburb.n.01
subway,6,s,y,True,2,n,an electric railway operating below the surface of the ground (usually in a city),in Paris the subway system is called the `metro' and in London it is called the `tube' or the `underground',metro.n.01
subways,7,s,s,True,2,n,an electric railway operating below the surface of the ground (usually in a city),in Paris the subway system is called the `metro' and in London it is called the `tube' or the `underground',metro.n.01
succeed,7,s,d,True,2,v,attain success or reach a desired goal,The enterprise succeeded; We succeeded in getting tickets to the show; she struggled to overcome her handicap and won,succeed.v.01
success,7,s,s,True,4,n,an event that accomplishes its intended purpose,let's call heads a success and tails a failure; the election was a remarkable success for the Whigs,success.n.01
succor,6,s,r,True,2,n,assistance in time of difficulty,the contributions provided some relief for the victims,relief.n.05
succumb,7,s,b,True,2,v,consent reluctantly,,yield.v.13
such,4,s,h,True,2,s,of so extreme a degree or extent,such weeping; so much weeping; such a help; such grief; never dreamed of such beauty,such.s.01
suck,4,s,k,True,8,n,the act of sucking,,sucking.n.01
sucked,6,s,d,True,7,v,draw into the mouth by creating a practical vacuum in the mouth,suck the poison from the place where the snake bit; suck on a straw; the baby sucked on the mother's breast,suck.v.01
suckers,7,s,s,True,7,n,a person who is gullible and easy to take advantage of,,chump.n.01
sucking,7,s,g,True,8,n,the act of sucking,,sucking.n.01
suction,7,s,n,True,4,n,a force over an area produced by a pressure difference,,suction.n.01
sudden,6,s,n,True,1,a,happening without warning or in a short space of time,a sudden storm; a sudden decision; a sudden cure,sudden.a.01
suds,4,s,s,True,4,n,the froth produced by soaps or detergents,,soapsuds.n.01
sudsing,7,s,g,True,2,v,wash in suds,,suds.v.01
sue,3,s,e,True,2,n,French writer whose novels described the sordid side of city life (1804-1857),,sue.n.01
sued,4,s,d,True,1,v,institute legal proceedings against; file a suit against,He was warned that the district attorney would process him; She actioned the company for discrimination,action.v.01
sues,4,s,s,True,2,n,French writer whose novels described the sordid side of city life (1804-1857),,sue.n.01
suez,4,s,z,True,1,n,a city in northeastern Egypt at the head of the Gulf of Suez and at the southern end of the Suez Canal,,suez.n.01
suffer,6,s,r,True,11,v,undergo or be subjected to,He suffered the penalty; Many saints suffered martyrdom,suffer.v.01
suffers,7,s,s,True,11,v,undergo or be subjected to,He suffered the penalty; Many saints suffered martyrdom,suffer.v.01
suffice,7,s,e,True,1,v,"be sufficient; be adequate, either in quality or quantity",A few words would answer; This car suits my purpose well; Will $100 do?; A 'B' grade doesn't suffice to get me into medical school; Nothing else will serve,suffice.v.01
suffix,6,s,x,True,2,n,an affix that is added at the end of the word,,suffix.n.01
suffuse,7,s,e,True,2,v,"cause to spread or flush or flood through, over, or across",The sky was suffused with a warm pink color,suffuse.v.01
sugar,5,s,r,True,4,n,a white crystalline carbohydrate used as a sweetener and preservative,,sugar.n.01
sugared,7,s,d,True,2,v,sweeten with sugar,sugar your tea,sugar.v.01
suggest,7,s,t,True,5,v,"make a proposal, declare a plan for something",the senator proposed to abolish the sales tax,propose.v.01
suicide,7,s,e,True,2,n,the act of killing yourself,it is a crime to commit suicide,suicide.n.01
suing,5,s,g,True,1,v,institute legal proceedings against; file a suit against,He was warned that the district attorney would process him; She actioned the company for discrimination,action.v.01
suit,4,s,t,True,10,n,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,they buried him in his best suit,suit.n.01
suite,5,s,e,True,4,n,a musical composition of several movements only loosely connected,,suite.n.01
suited,6,s,d,True,6,v,be agreeable or acceptable to,This suits my needs,suit.v.01
suites,6,s,s,True,8,n,a musical composition of several movements only loosely connected,,suite.n.01
suitor,6,s,r,True,1,n,a man who courts a woman,a suer for the hand of the princess,suitor.n.01
suitors,7,s,s,True,1,n,a man who courts a woman,a suer for the hand of the princess,suitor.n.01
suits,5,s,s,True,10,n,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,they buried him in his best suit,suit.n.01
sukarno,7,s,o,True,1,n,Indonesian statesman who obtained the independence of Indonesia from the Netherlands in 1949 and served as president until ousted by Suharto in a coup d'etat (1901-1970),,sukarno.n.01
sulfide,7,s,e,True,1,n,a compound of sulphur and some other element that is more electropositive,,sulfide.n.01
sulfur,6,s,r,True,2,n,an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions),,sulfur.n.01
sulked,6,s,d,True,1,v,be in a huff and display one's displeasure,She is pouting because she didn't get what she wanted,sulk.v.01
sulkily,7,s,y,True,1,r,in a sulky manner,`What else could I do?' said Graham sulkily,sulkily.r.01
sulking,7,s,g,True,1,v,be in a huff and display one's displeasure,She is pouting because she didn't get what she wanted,sulk.v.01
sulks,5,s,s,True,2,n,a mood or display of sullen aloofness or withdrawal,stayed home in a sulk,sulk.n.01
sulky,5,s,y,True,4,n,a light two-wheeled vehicle for one person; drawn by one horse,,sulky.n.01
sullen,6,s,n,True,2,s,showing a brooding ill humor; ; ; ; ; ; - Bruce Bliven,"a dark scowl; the proverbially dour New England Puritan; a glum, hopeless shrug; he sat in moody silence; a morose and unsociable manner; a saturnine, almost misanthropic young genius; a sour temper; a sullen crowd",dark.s.06
sulphur,7,s,r,True,2,n,an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions),,sulfur.n.01
sultan,6,s,n,True,1,n,the ruler of a Muslim country (especially of the former Ottoman Empire),,sultan.n.01
sultans,7,s,s,True,1,n,the ruler of a Muslim country (especially of the former Ottoman Empire),,sultan.n.01
sultry,6,s,y,True,2,s,sexually exciting or gratifying,sensual excesses; a sultry look; a sultry dance,sensual.s.02
sum,3,s,m,True,8,n,a quantity of money,he borrowed a large sum; the amount he had in cash was insufficient,sum.n.01
sumac,5,s,c,True,2,n,wood of a sumac,,sumac.n.01
sumatra,7,s,a,True,1,n,a mountainous island in western Indonesia,,sumatra.n.01
summary,7,s,y,True,3,n,a brief statement that presents the main points in a concise form,he gave a summary of the conclusions,summary.n.01
summate,7,s,e,True,2,v,determine the sum of,Add all the people in this town to those of the neighboring town,total.v.02
summed,6,s,d,True,2,v,be a summary of,The abstract summarizes the main ideas in the paper,summarize.v.02
summer,6,s,r,True,3,n,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,they spent a lazy summer at the shore,summer.n.01
summers,7,s,s,True,3,n,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,they spent a lazy summer at the shore,summer.n.01
summing,7,s,g,True,2,v,be a summary of,The abstract summarizes the main ideas in the paper,summarize.v.02
summit,6,s,t,True,4,n,the highest level or degree attainable; the highest stage of development,his landscapes were deemed the acme of beauty; the artist's gifts are at their acme; at the height of her career; the peak of perfection; summer was at its peak; ...catapulted Einstein to the pinnacle of fame; the summit of his ambition; so many highest superlatives achieved by man; at the top of his profession,acme.n.01
summon,6,s,n,True,4,v,"call in an official matter, such as to attend court",,summon.v.01
summons,7,s,s,True,8,n,a request to be present,they came at his bidding,bidding.n.02
sumner,6,s,r,True,1,n,United States sociologist (1840-1910),,sumner.n.01
sums,4,s,s,True,8,n,a quantity of money,he borrowed a large sum; the amount he had in cash was insufficient,sum.n.01
sun,3,s,n,True,7,n,the star that is the source of light and heat for the planets in the solar system,the sun contains 99.85% of the mass in the solar system; the Earth revolves around the Sun,sun.n.01
sunburn,7,s,n,True,3,n,a browning of the skin resulting from exposure to the rays of the sun,,tan.n.01
sunday,6,s,y,True,2,n,first day of the week; observed as a day of rest and worship by most Christians,,sunday.n.01
sundays,7,s,s,True,2,n,first day of the week; observed as a day of rest and worship by most Christians,,sunday.n.01
sunder,6,s,r,True,1,v,"break apart or in two, using violence",,sunder.v.01
sundown,7,s,n,True,1,n,the time in the evening at which the sun begins to fall below the horizon,,sunset.n.01
sundry,6,s,y,True,1,s,consisting of a haphazard assortment of different kinds; ; ; ; ; ; - I.A.Richards,an arrangement of assorted spring flowers; assorted sizes; miscellaneous accessories; a mixed program of baroque and contemporary music; a motley crew; sundry sciences commonly known as social,assorted.s.01
sung,4,s,g,True,6,n,the imperial dynasty of China from 960 to 1279; noted for art and literature and philosophy,,sung.n.01
sunk,4,s,k,True,10,v,fall or descend to a lower place or level,He sank to his knees,sink.v.01
sunken,6,s,n,True,10,v,fall or descend to a lower place or level,He sank to his knees,sink.v.01
sunning,7,s,g,True,2,v,expose one's body to the sun,,sun.v.01
sunny,5,s,y,True,1,s,bright and pleasant; promoting a feeling of cheer,a cheery hello; a gay sunny room; a sunny smile,cheery.s.01
sunrise,7,s,e,True,4,n,the first light of day,we got up before dawn; they talked until morning,dawn.n.01
suns,4,s,s,True,7,n,the star that is the source of light and heat for the planets in the solar system,the sun contains 99.85% of the mass in the solar system; the Earth revolves around the Sun,sun.n.01
sunset,6,s,t,True,5,n,the time in the evening at which the sun begins to fall below the horizon,,sunset.n.01
sunspot,7,s,t,True,1,n,a cooler darker spot appearing periodically on the sun's photosphere; associated with a strong magnetic field,,sunspot.n.01
suntan,6,s,n,True,2,n,a browning of the skin resulting from exposure to the rays of the sun,,tan.n.01
sup,3,s,p,True,2,n,a small amount of liquid food,a sup of ale,swallow.n.01
super,5,s,r,True,5,n,a caretaker for an apartment house; represents the owner as janitor and rent collector,,superintendent.n.02
superb,6,s,b,True,2,s,of surpassing excellence,a brilliant performance; a superb actor,brilliant.s.01
supine,6,s,e,True,2,s,lying face upward,,supine.s.01
supper,6,s,r,True,2,n,a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime,,supper.n.01
suppers,7,s,s,True,2,n,a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime,,supper.n.01
supply,6,s,y,True,7,n,an amount of something available for use,,supply.n.01
support,7,s,t,True,22,n,the activity of providing for or maintaining by supplying with money or necessities,his support kept the family together; they gave him emotional support during difficult times,support.n.01
suppose,7,s,e,True,5,v,express a supposition,Let us say that he did not tell the truth; Let's say you had a lot of money--what would you do?,suppose.v.01
supra,5,s,a,True,1,r,at an earlier place,see above,above.r.01
supreme,7,s,e,True,4,s,final or last in your life or progress,the supreme sacrifice; the supreme judgment,supreme.s.01
sur,3,s,r,True,1,n,a port in southern Lebanon on the Mediterranean Sea; formerly a major Phoenician seaport famous for silks,,sur.n.01
sure,4,s,e,True,10,a,having or feeling no doubt or uncertainty; confident and assured,felt certain of success; was sure (or certain) she had seen it; was very sure in his beliefs; sure of her friends,certain.a.02
surely,6,s,y,True,1,r,definitely or positively (`sure' is sometimes used informally for `surely'),"the results are surely encouraging; she certainly is a hard worker; it's going to be a good day for sure; they are coming, for certain; they thought he had been killed sure enough; he'll win sure as shooting; they sure smell good; sure he'll come",surely.r.01
surf,4,s,f,True,4,n,waves breaking on the shore,,surf.n.01
surface,7,s,e,True,10,n,the outer boundary of an artifact or a material layer constituting or resembling such a boundary,there is a special cleaner for these surfaces; the cloth had a pattern of red dots on a white surface,surface.n.01
surfeit,7,s,t,True,5,n,the state of being more than full,,surfeit.n.01
surge,5,s,e,True,8,n,a sudden forceful flow,,rush.n.02
surged,6,s,d,True,5,v,"rise and move, as in waves or billows",The army surged forward,billow.v.03
surgeon,7,s,n,True,1,n,a physician who specializes in surgery,,surgeon.n.01
surgery,7,s,y,True,4,n,the branch of medical science that treats disease or injury by operative procedures,he is professor of surgery at the Harvard Medical School,surgery.n.01
surging,7,s,g,True,6,v,"rise and move, as in waves or billows",The army surged forward,billow.v.03
surly,5,s,y,True,1,s,inclined to anger or bad feelings with overtones of menace,a surly waiter; an ugly frame of mind,surly.s.01
surmise,7,s,e,True,3,n,a message expressing an opinion based on incomplete evidence,,guess.n.01
surname,7,s,e,True,1,n,the name used to identify the members of a family (as distinguished from each member's given name),,surname.n.01
surpass,7,s,s,True,4,v,distinguish oneself,She excelled in math,excel.v.01
surplus,7,s,s,True,2,n,a quantity much larger than is needed,,excess.n.01
surtout,7,s,t,True,1,n,a man's overcoat in the style of a frock coat,,surtout.n.01
survey,6,s,y,True,9,n,a detailed critical inspection,,survey.n.01
surveys,7,s,s,True,9,n,a detailed critical inspection,,survey.n.01
survive,7,s,e,True,4,v,continue to live through hardship or adversity,We went without water and food for 3 days; These superstitions survive in the backwaters of America; The race car driver lived through several very serious accidents; how long can a person last without food and water?,survive.v.01
sushi,5,s,i,True,1,n,rice (with raw fish) wrapped in seaweed,,sushi.n.01
suspect,7,s,t,True,6,n,someone who is under suspicion,,suspect.n.01
suspend,7,s,d,True,6,v,hang freely,The secret police suspended their victims from the ceiling and beat them,suspend.v.01
sussex,6,s,x,True,1,n,a county in southern England on the English Channel; formerly an Anglo-Saxon kingdom that was captured by Wessex in the 9th century,,sussex.n.01
sustain,7,s,n,True,7,v,lengthen or extend in duration or space,We sustained the diplomatic negotiations as long as possible; prolong the treatment of the patient; keep up the good work,prolong.v.02
svelte,6,s,e,True,3,s,showing a high degree of refinement and the assurance that comes from wide social experience,his polished manner; maintained an urbane tone in his letters,polished.s.02
swabbed,7,s,d,True,2,v,wash with a swab or a mop,swab the ship's decks,swab.v.01
swahili,7,s,i,True,1,n,the most widely spoken Bantu languages; the official language of Kenya and Tanzania and widely used as a lingua franca in east and central Africa,,swahili.n.01
swallow,7,s,w,True,11,n,a small amount of liquid food,a sup of ale,swallow.n.01
swam,4,s,m,True,5,v,travel through water,We had to swim for 20 minutes to reach the shore; a big fish was swimming in the tank,swim.v.01
swami,5,s,i,True,1,n,a Hindu religious teacher; used as a title of respect,,swami.n.01
swamp,5,s,p,True,4,n,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog,,swamp.n.01
swamped,7,s,d,True,2,v,drench or submerge or be drenched or submerged,The tsunami swamped every boat in the harbor,swamp.v.01
swamps,6,s,s,True,4,n,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog,,swamp.n.01
swampy,6,s,y,True,1,s,(of soil) soft and watery,the ground was boggy under foot; a marshy coastline; miry roads; wet mucky lowland; muddy barnyard; quaggy terrain; the sloughy edge of the pond; swampy bayous,boggy.s.01
swan,4,s,n,True,4,n,stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult,,swan.n.01
swank,5,s,k,True,3,n,elegance by virtue of being fashionable,,chic.n.01
swanky,6,s,y,True,1,s,imposingly fashionable and elegant,a swank apartment,swank.s.01
swans,5,s,s,True,4,n,stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult,,swan.n.01
swap,4,s,p,True,3,n,an equal exchange,we had no money so we had to live by barter,barter.n.01
swarm,5,s,m,True,4,n,a moving crowd,,drove.n.02
swarmed,7,s,d,True,2,v,"be teeming, be abuzz",The garden was swarming with bees; The plaza is teeming with undercover policemen; her mind pullulated with worries,teem.v.01
swarms,6,s,s,True,4,n,a moving crowd,,drove.n.02
swart,5,s,t,True,1,s,naturally having skin of a dark color,a dark-skinned beauty; gold earrings gleamed against her dusky cheeks; a smile on his swarthy face; `swart' is archaic,dark-skinned.s.02
swarthy,7,s,y,True,1,s,naturally having skin of a dark color,a dark-skinned beauty; gold earrings gleamed against her dusky cheeks; a smile on his swarthy face; `swart' is archaic,dark-skinned.s.02
swath,5,s,h,True,2,n,the space created by the swing of a scythe or the cut of a mowing machine,,swath.n.01
swathed,7,s,d,True,1,v,wrap in swaddling clothes,swaddled the infant,swaddle.v.01
sway,4,s,y,True,6,n,controlling influence,,sway.n.01
swayed,6,s,d,True,4,v,move back and forth or sideways,the ship was rocking; the tall building swayed; She rocked back and forth on her feet,rock.v.01
swaying,7,s,g,True,4,v,move back and forth or sideways,the ship was rocking; the tall building swayed; She rocked back and forth on her feet,rock.v.01
swear,5,s,r,True,5,v,utter obscenities or profanities,The drunken men were cursing loudly in the street,curse.v.01
swears,6,s,s,True,5,v,utter obscenities or profanities,The drunken men were cursing loudly in the street,curse.v.01
sweat,5,s,t,True,5,n,salty fluid secreted by sweat glands,sweat poured off his brow,perspiration.n.01
sweated,7,s,d,True,1,v,excrete perspiration through the pores in the skin,Exercise makes one sweat,sweat.v.01
sweater,7,s,r,True,2,n,a crocheted or knitted garment covering the upper part of the body,,sweater.n.01
sweden,6,s,n,True,1,n,a Scandinavian kingdom in the eastern part of the Scandinavian Peninsula,,sweden.n.01
swedes,6,s,s,True,3,n,a native or inhabitant of Sweden,,swede.n.01
